O*NET-SOC Code	Workplace Example	Element ID	Element Name	Hot Technology	In Demand
29-9021.00	IDX Systems Patient Chart Tracking	2.E.5.b	Document management software	N	N
29-9021.00	Information Resource Products Clinical Coding Expert	2.E.1.i	Expert system software	N	N
29-9021.00	Laserfiche software	2.E.5.b	Document management software	N	N
29-9021.00	LeonardoMD Renaissance	2.E.9.i	Medical software	N	N
29-9021.00	MD Synergy Medical Appointment Scheduling	2.E.4.h	Calendar and scheduling software	N	N
29-9021.00	Mediasoft mediOFFICE	2.E.9.i	Medical software	N	N
29-9021.00	Medical condition coding software	2.E.9.i	Medical software	N	N
29-9021.00	Medical procedure coding software	2.E.9.i	Medical software	N	N
29-9021.00	MedicWare EMR	2.E.9.i	Medical software	N	N
29-9021.00	MEDITECH software	2.E.9.i	Medical software	Y	N
29-9021.00	MedStar Systems DrWorks	2.E.9.i	Medical software	N	N
29-9021.00	Microsoft Access	2.E.6.f	Data base user interface and query software	Y	N
29-9021.00	Microsoft Dynamics	2.E.2.b	Enterprise resource planning ERP software	N	N
29-9021.00	Microsoft Excel	2.E.4.i	Spreadsheet software	Y	Y
29-9021.00	Microsoft Exchange	2.E.16.a	Electronic mail software	N	N
29-9021.00	Microsoft Office software	2.E.1.k	Office suite software	Y	Y
29-9021.00	Microsoft Outlook	2.E.16.a	Electronic mail software	Y	N
29-9021.00	Microsoft PowerPoint	2.E.4.f	Presentation software	Y	N
29-9021.00	Microsoft Project	2.E.1.e	Project management software	Y	N
29-9021.00	Microsoft SQL Server	2.E.6.f	Data base user interface and query software	Y	N
29-9021.00	Microsoft SQL Server Reporting Services SSRS	2.E.6.e	Data base reporting software	Y	N
29-9021.00	Microsoft Visio	2.E.1.p	Process mapping and design software	Y	N
29-9021.00	Microsoft Visual Basic	2.E.7.b	Development environment software	Y	N
29-9021.00	Microsoft Visual Basic Scripting Edition VBScript	2.E.7.b	Development environment software	N	N
29-9021.00	Microsoft Windows	2.E.13.c	Operating system software	Y	N
29-9021.00	Microsoft Word	2.E.4.d	Word processing software	Y	N
29-9021.00	MicroStrategy	2.E.6.m	Business intelligence and data analysis software	N	N
29-9021.00	Minitab	2.E.9.d	Analytical or scientific software	N	N
29-9021.00	NCG Medical Systems d-Chart	2.E.9.i	Medical software	N	N
29-9021.00	NDCMedisoft	2.E.2.a	Accounting software	N	N
29-9021.00	NextGen Healthcare Information Systems EMR	2.E.9.i	Medical software	N	N
29-9021.00	PCC EHR	2.E.9.i	Medical software	N	N
29-9021.00	PCC Pediatric Partner	2.E.9.i	Medical software	N	N
29-9021.00	PowerMed	2.E.9.i	Medical software	N	N
29-9021.00	Practice Partner Patient Records	2.E.9.i	Medical software	N	N
29-9021.00	Purkinje Dossier	2.E.6.f	Data base user interface and query software	N	N
29-9021.00	Qlik Tech QlikView	2.E.6.m	Business intelligence and data analysis software	N	N
29-9021.00	QMSoftware Receivables Management	2.E.2.a	Accounting software	N	N
29-9021.00	Quest Erwin Data Modeler	2.E.6.i	Metadata management software	N	N
29-9021.00	R	2.E.7.e	Object or component oriented development software	Y	N
29-9021.00	SAP Business Objects	2.E.2.b	Enterprise resource planning ERP software	N	N
29-9021.00	SAP Crystal Reports	2.E.6.e	Data base reporting software	N	N
29-9021.00	SAS	2.E.9.d	Analytical or scientific software	Y	N
29-9021.00	ScanSoft Naturally Speaking	2.E.15.d	Voice recognition software	N	N
29-9021.00	Scantron imaging software	2.E.4.j	Optical character reader OCR or scanning software	N	N
29-9021.00	Scheduling software	2.E.4.h	Calendar and scheduling software	N	N
29-9021.00	Siemens Soarian Financials	2.E.2.a	Accounting software	N	N
29-9021.00	Siemens Soarian Scheduling	2.E.4.h	Calendar and scheduling software	N	N
29-9021.00	SOAPware EMR	2.E.9.i	Medical software	N	N
29-9021.00	SoftMed ChartLocater	2.E.5.b	Document management software	N	N
29-9021.00	SoftMed ChartRelease	2.E.6.e	Data base reporting software	N	N
29-9021.00	SoftMed ChartReserve	2.E.5.b	Document management software	N	N
29-9021.00	Speech recognition software	2.E.15.d	Voice recognition software	N	N
29-9021.00	STAT! Systems QD Clinical	2.E.9.i	Medical software	N	N
29-9021.00	StataCorp Stata	2.E.9.d	Analytical or scientific software	N	N
29-9021.00	Structured query language SQL	2.E.6.f	Data base user interface and query software	Y	N
29-9021.00	SynaMed EMR	2.E.9.i	Medical software	N	N
29-9021.00	Tableau	2.E.6.m	Business intelligence and data analysis software	Y	N
29-9021.00	Teradata Database	2.E.6.d	Data base management system software	Y	N
29-9021.00	VantageMed ChartKeeper	2.E.9.i	Medical software	N	N
29-9021.00	Virtual private networking VPN software	2.E.14.c	Network security and virtual private network VPN equipment software	N	N
29-9021.00	Visionary Medical Systems Visionary OFFICE PM	2.E.9.i	Medical software	N	N
29-9021.00	Voice dictation software	2.E.15.d	Voice recognition software	N	N
29-9021.00	Web browser software	2.E.10.e	Internet browser software	N	N
29-9021.00	Welford Chart Notes	2.E.9.i	Medical software	N	N
29-9091.00	BioEx Systems Exercise Pro	2.E.9.i	Medical software	N	N
29-9091.00	Database software	2.E.6.f	Data base user interface and query software	N	N
29-9091.00	Digital Coach AthleticTrainer	2.E.6.f	Data base user interface and query software	N	N
29-9091.00	Email software	2.E.16.a	Electronic mail software	N	N
29-9091.00	ImPACT Applications ImPACT	2.E.9.i	Medical software	N	N
29-9091.00	Injury tracking software	2.E.6.f	Data base user interface and query software	N	N
29-9091.00	Keffer Development Services Athletic Trainer System ATS	2.E.6.f	Data base user interface and query software	N	N
29-9091.00	Microsoft Excel	2.E.4.i	Spreadsheet software	Y	N
29-9091.00	Microsoft Office software	2.E.1.k	Office suite software	Y	Y
29-9091.00	Microsoft Outlook	2.E.16.a	Electronic mail software	Y	N
29-9091.00	Microsoft PowerPoint	2.E.4.f	Presentation software	Y	N
29-9091.00	Microsoft Word	2.E.4.d	Word processing software	Y	N
29-9091.00	Premier Software Simtrak Mobility	2.E.6.f	Data base user interface and query software	N	N
29-9091.00	Scheduling software	2.E.4.h	Calendar and scheduling software	N	N
29-9091.00	Web browser software	2.E.10.e	Internet browser software	N	N
29-9092.00	Benetech PRA	2.E.9.i	Medical software	N	N
29-9092.00	BRCAPRO	2.E.9.i	Medical software	N	N
29-9092.00	Breast Cancer Risk Assessment Tool	2.E.9.i	Medical software	N	N
29-9092.00	CancerGene	2.E.9.i	Medical software	N	N
29-9092.00	CyrillicSoftware Cyrillic	2.E.9.i	Medical software	N	N
29-9092.00	Database software	2.E.6.f	Data base user interface and query software	N	N
29-9092.00	FileMaker Pro	2.E.6.f	Data base user interface and query software	N	N
29-9092.00	Ftree	2.E.9.d	Analytical or scientific software	N	N
29-9092.00	Jurek Software Pedigree-Draw	2.E.9.i	Medical software	N	N
29-9092.00	Medgen PED	2.E.9.i	Medical software	N	N
29-9092.00	Microsoft Access	2.E.6.f	Data base user interface and query software	Y	N
29-9092.00	Microsoft Excel	2.E.4.i	Spreadsheet software	Y	Y
29-9092.00	Microsoft Office software	2.E.1.k	Office suite software	Y	Y
29-9092.00	Microsoft Outlook	2.E.16.a	Electronic mail software	Y	Y
29-9092.00	Microsoft PowerPoint	2.E.4.f	Presentation software	Y	Y
29-9092.00	Microsoft Word	2.E.4.d	Word processing software	Y	N
29-9092.00	PedHunter	2.E.9.i	Medical software	N	N
29-9092.00	PediDraw	2.E.9.i	Medical software	N	N
29-9092.00	Pedigree drawing and management software	2.E.9.d	Analytical or scientific software	N	N
29-9092.00	Progeny Software Progeny Clinical	2.E.9.i	Medical software	N	N
29-9092.00	Prognosis Innovation Healthcare ChartAccess	2.E.9.i	Medical software	N	N
29-9092.00	SynDiag	2.E.9.i	Medical software	N	N
29-9092.00	Wageningen MapChart	2.E.9.i	Medical software	N	N
29-9092.00	Web browser software	2.E.10.e	Internet browser software	N	N
29-9093.00	Electronic medical record EMR software	2.E.9.i	Medical software	N	N
29-9093.00	MEDITECH software	2.E.9.i	Medical software	Y	N
29-9093.00	Microsoft Excel	2.E.4.i	Spreadsheet software	Y	N
29-9093.00	Microsoft Office software	2.E.1.k	Office suite software	Y	N
29-9093.00	Microsoft PowerPoint	2.E.4.f	Presentation software	Y	N
29-9093.00	Nursing documentation software	2.E.9.i	Medical software	N	N
29-9093.00	Patient scheduling software	2.E.9.i	Medical software	N	N
29-9093.00	Patient tracking software	2.E.9.i	Medical software	N	N
29-9093.00	Supply documentation software	2.E.9.i	Medical software	N	N
29-9093.00	Surgery workflow communication software	2.E.9.i	Medical software	N	N
29-9099.01	AS/400 Database	2.E.6.f	Data base user interface and query software	N	N
29-9099.01	Email software	2.E.16.a	Electronic mail software	N	N
29-9099.01	Epic Systems	2.E.9.i	Medical software	Y	Y
29-9099.01	Extensible markup language XML	2.E.7.c	Enterprise application integration software	Y	N
29-9099.01	MEDITECH software	2.E.9.i	Medical software	Y	N
29-9099.01	Microsoft Excel	2.E.4.i	Spreadsheet software	Y	N
29-9099.01	Microsoft Office software	2.E.1.k	Office suite software	Y	N
29-9099.01	Microsoft PowerPoint	2.E.4.f	Presentation software	Y	N
29-9099.01	Microsoft Word	2.E.4.d	Word processing software	Y	N
29-9099.01	Patient electronic medical record EMR software	2.E.9.i	Medical software	N	N
29-9099.01	Private Practice	2.E.9.i	Medical software	N	N
29-9099.01	Web browser software	2.E.10.e	Internet browser software	N	N
31-1121.00	AIGHD OASIS	2.E.9.i	Medical software	N	N
31-1121.00	FaceTime	2.E.16.b	Video conferencing software	N	N
31-1121.00	Linux	2.E.13.c	Operating system software	Y	N
31-1121.00	Mi-Co software	2.E.6.e	Data base reporting software	N	N
31-1121.00	Microsoft Access	2.E.6.f	Data base user interface and query software	Y	N
31-1121.00	Microsoft Excel	2.E.4.i	Spreadsheet software	Y	N
31-1121.00	Microsoft Exchange	2.E.16.a	Electronic mail software	N	N
31-1121.00	Microsoft Office software	2.E.1.k	Office suite software	Y	N
31-1121.00	Microsoft Outlook	2.E.16.a	Electronic mail software	Y	N
31-1121.00	Microsoft PowerPoint	2.E.4.f	Presentation software	Y	N
31-1121.00	Microsoft SharePoint	2.E.5.b	Document management software	Y	N
31-1121.00	Microsoft Windows	2.E.13.c	Operating system software	Y	N
31-1121.00	Microsoft Word	2.E.4.d	Word processing software	Y	N
31-1121.00	Oracle Database	2.E.6.f	Data base user interface and query software	Y	N
31-1121.00	Python	2.E.7.e	Object or component oriented development software	Y	N
31-1121.00	Salesforce software	2.E.6.c	Customer relationship management CRM software	Y	N
31-1121.00	SAP software	2.E.2.b	Enterprise resource planning ERP software	Y	N
31-1121.00	UNIX	2.E.13.c	Operating system software	Y	N
31-1121.00	Web browser software	2.E.10.e	Internet browser software	N	N
31-1122.00	Appletree	2.E.8.b	Computer based training software	N	N
31-1122.00	August Systems Visit Wizard	2.E.4.h	Calendar and scheduling software	N	N
31-1122.00	Computer reading software	2.E.4.j	Optical character reader OCR or scanning software	N	N
31-1122.00	Email software	2.E.16.a	Electronic mail software	N	N
31-1122.00	FaceTime	2.E.16.b	Video conferencing software	N	N
31-1122.00	MEDITECH software	2.E.9.i	Medical software	Y	N
31-1122.00	Mi-Co Mi-Forms	2.E.6.e	Data base reporting software	N	N
31-1122.00	Voltage SecureMail	2.E.16.a	Electronic mail software	N	N
31-1131.00	Apache Spark	2.E.6.m	Business intelligence and data analysis software	Y	N
31-1131.00	Billing software	2.E.2.f	Billing and invoicing software	N	N
31-1131.00	Epic Systems	2.E.9.i	Medical software	Y	N
31-1131.00	FaceTime	2.E.16.b	Video conferencing software	N	N
31-1131.00	GE Healthcare Centricity EMR	2.E.9.i	Medical software	N	N
31-1131.00	Health information database software	2.E.6.f	Data base user interface and query software	N	N
31-1131.00	Medical condition coding software	2.E.9.i	Medical software	N	N
31-1131.00	Medical procedure coding software	2.E.9.i	Medical software	N	N
31-1131.00	Medical record charting software	2.E.9.i	Medical software	N	N
31-1131.00	MEDITECH software	2.E.9.i	Medical software	Y	N
31-1131.00	Microsoft Excel	2.E.4.i	Spreadsheet software	Y	N
31-1131.00	Microsoft Office software	2.E.1.k	Office suite software	Y	N
31-1131.00	Microsoft Outlook	2.E.16.a	Electronic mail software	Y	N
31-1131.00	Microsoft Word	2.E.4.d	Word processing software	Y	N
31-1131.00	PointClickCare healthcare software	2.E.9.i	Medical software	N	N
31-1131.00	Telemetry software	2.E.9.i	Medical software	N	N
31-1131.00	Web browser software	2.E.10.e	Internet browser software	N	N
31-1131.00	YouTube	2.E.4.c	Video creation and editing software	N	N
31-1132.00	Electronic medical record EMR software	2.E.9.i	Medical software	N	N
31-1132.00	GE Healthcare Centricity EMR	2.E.9.i	Medical software	N	N
31-1132.00	Medical record charting software	2.E.9.i	Medical software	N	N
31-1132.00	Microsoft Excel	2.E.4.i	Spreadsheet software	Y	N
31-1132.00	Microsoft Office software	2.E.1.k	Office suite software	Y	N
31-1132.00	Microsoft Outlook	2.E.16.a	Electronic mail software	Y	N
31-1132.00	Microsoft Windows	2.E.13.c	Operating system software	Y	N
31-1133.00	Email software	2.E.16.a	Electronic mail software	N	N
31-1133.00	Microsoft Excel	2.E.4.i	Spreadsheet software	Y	N
31-1133.00	Microsoft Office software	2.E.1.k	Office suite software	Y	N
31-1133.00	Microsoft Outlook	2.E.16.a	Electronic mail software	Y	N
31-1133.00	Microsoft PowerPoint	2.E.4.f	Presentation software	Y	N
31-1133.00	Microsoft Windows	2.E.13.c	Operating system software	Y	N
31-1133.00	Microsoft Word	2.E.4.d	Word processing software	Y	N
31-1133.00	Patient management software	2.E.9.i	Medical software	N	N
31-2011.00	Billing software	2.E.2.f	Billing and invoicing software	N	N
31-2011.00	Bookkeeping software	2.E.2.a	Accounting software	N	N
31-2011.00	BrainTrain Captain's Log	2.E.9.i	Medical software	N	N
31-2011.00	BrainTrain IVA+Plus	2.E.8.b	Computer based training software	N	N
31-2011.00	BrainTrain SmartDriver	2.E.3.a	Action games	N	N
31-2011.00	Client caseload management software	2.E.9.i	Medical software	N	N
31-2011.00	Database software	2.E.6.f	Data base user interface and query software	N	N
31-2011.00	dBASE	2.E.6.f	Data base user interface and query software	N	N
31-2011.00	eClinicalWorks EHR software	2.E.9.i	Medical software	Y	N
31-2011.00	Email software	2.E.16.a	Electronic mail software	N	N
31-2011.00	Facebook	2.E.4.g	Web page creation and editing software	Y	N
31-2011.00	Fifth Walk BillingTracker	2.E.2.f	Billing and invoicing software	N	N
31-2011.00	FileMaker Pro	2.E.6.f	Data base user interface and query software	N	N
31-2011.00	Financial record software	2.E.2.a	Accounting software	N	N
31-2011.00	Graphics software	2.E.4.b	Graphics or photo imaging software	N	N
31-2011.00	Laboratory information system LIS	2.E.9.i	Medical software	N	N
31-2011.00	Language arts educational software	2.E.8.b	Computer based training software	N	N
31-2011.00	Math educational software	2.E.8.b	Computer based training software	N	N
31-2011.00	Microsoft Access	2.E.6.f	Data base user interface and query software	Y	N
31-2011.00	Microsoft Excel	2.E.4.i	Spreadsheet software	Y	N
31-2011.00	Microsoft Office software	2.E.1.k	Office suite software	Y	N
31-2011.00	Microsoft Outlook	2.E.16.a	Electronic mail software	Y	N
31-2011.00	Microsoft PowerPoint	2.E.4.f	Presentation software	Y	N
31-2011.00	Microsoft Windows	2.E.13.c	Operating system software	Y	N
31-2011.00	Microsoft Word	2.E.4.d	Word processing software	Y	N
31-2011.00	Patient documentation software	2.E.9.i	Medical software	N	N
31-2011.00	Scheduling software	2.E.4.h	Calendar and scheduling software	N	N
31-2011.00	Screen reader software	2.E.15.c	Device drivers or system software	N	N
31-2011.00	SpectraSoft DocuPRO	2.E.9.i	Medical software	N	N
31-2011.00	Text scanning software	2.E.4.j	Optical character reader OCR or scanning software	N	N
31-2011.00	TheraClin Systems iMAPR	2.E.9.i	Medical software	N	N
31-2011.00	Visual Health Information VHI PC-Kits	2.E.9.i	Medical software	N	N
31-2011.00	Web browser software	2.E.10.e	Internet browser software	N	N
31-2012.00	Billing software	2.E.2.f	Billing and invoicing software	N	N
31-2012.00	Electronic medical record EMR software	2.E.9.i	Medical software	N	N
31-2012.00	MEDITECH software	2.E.9.i	Medical software	Y	N
31-2012.00	Microsoft Access	2.E.6.f	Data base user interface and query software	Y	N
31-2012.00	Microsoft Excel	2.E.4.i	Spreadsheet software	Y	N
31-2012.00	Microsoft Office software	2.E.1.k	Office suite software	Y	N
31-2012.00	Microsoft Outlook	2.E.16.a	Electronic mail software	Y	N
31-2012.00	Microsoft PowerPoint	2.E.4.f	Presentation software	Y	N
31-2012.00	Microsoft Word	2.E.4.d	Word processing software	Y	N
31-2012.00	Scheduling software	2.E.4.h	Calendar and scheduling software	N	N
31-2021.00	Arena Health Systems Phys-X	2.E.9.i	Medical software	N	N
31-2021.00	Beaver Creek Software The THERAPIST	2.E.9.i	Medical software	N	N
31-2021.00	Billing software	2.E.2.f	Billing and invoicing software	N	N
31-2021.00	BioEx Systems Exercise Pro	2.E.9.i	Medical software	N	N
31-2021.00	Bookkeeping software	2.E.2.a	Accounting software	N	N
31-2021.00	Client caseload management software	2.E.9.i	Medical software	N	N
31-2021.00	dBASE	2.E.6.f	Data base user interface and query software	N	N
31-2021.00	Eazy Application Systems QuickEMR	2.E.9.i	Medical software	N	N
31-2021.00	eClinicalWorks EHR software	2.E.9.i	Medical software	Y	N
31-2021.00	Email software	2.E.16.a	Electronic mail software	N	N
31-2021.00	FileMaker Pro	2.E.6.f	Data base user interface and query software	N	N
31-2021.00	Knees Software PT DocTools	2.E.9.i	Medical software	N	N
31-2021.00	Laboratory information system LIS	2.E.9.i	Medical software	N	N
31-2021.00	Medical condition coding software	2.E.9.i	Medical software	N	N
31-2021.00	Microsoft Access	2.E.6.f	Data base user interface and query software	Y	N
31-2021.00	Microsoft Excel	2.E.4.i	Spreadsheet software	Y	N
31-2021.00	Microsoft Office software	2.E.1.k	Office suite software	Y	N
31-2021.00	Microsoft Outlook	2.E.16.a	Electronic mail software	Y	N
31-2021.00	Microsoft PowerPoint	2.E.4.f	Presentation software	Y	N
31-2021.00	Microsoft Windows	2.E.13.c	Operating system software	Y	N
31-2021.00	Microsoft Word	2.E.4.d	Word processing software	Y	N
31-2021.00	PhysioTools Tools RG	2.E.9.i	Medical software	N	N
31-2021.00	Rehab Documentation Company ReDoc Suite	2.E.9.i	Medical software	N	N
31-2021.00	Scheduling software	2.E.4.h	Calendar and scheduling software	N	N
31-2021.00	SpectraSoft AppointmentsPRO	2.E.4.h	Calendar and scheduling software	N	N
31-2021.00	SpectraSoft DocuPRO	2.E.9.i	Medical software	N	N
31-2021.00	Summit Software CarePoint	2.E.9.i	Medical software	N	N
31-2021.00	TherAssist	2.E.9.i	Medical software	N	N
31-2021.00	Video game software	2.E.3.a	Action games	N	N
31-2021.00	Virtual reality game software	2.E.3.a	Action games	N	N
31-2022.00	Epic Systems	2.E.9.i	Medical software	Y	N
31-2022.00	Medical procedure coding software	2.E.9.i	Medical software	N	N
31-2022.00	MEDITECH software	2.E.9.i	Medical software	Y	N
31-2022.00	Microsoft Excel	2.E.4.i	Spreadsheet software	Y	N
31-2022.00	Microsoft Office software	2.E.1.k	Office suite software	Y	N
31-2022.00	Microsoft Outlook	2.E.16.a	Electronic mail software	Y	N
31-2022.00	Microsoft Word	2.E.4.d	Word processing software	Y	N
31-2022.00	Patient record maintenance software	2.E.9.i	Medical software	N	N
31-2022.00	Scheduling software	2.E.4.h	Calendar and scheduling software	N	N
31-9011.00	AppointmentQuest Online Appointment Manager	2.E.4.h	Calendar and scheduling software	N	N
31-9011.00	ICS Software SammyUSA	2.E.9.i	Medical software	N	N
31-9011.00	Land Software Customer Pro-File	2.E.9.i	Medical software	N	N
31-9011.00	Massage Suite	2.E.9.i	Medical software	N	N
31-9011.00	Microsoft Excel	2.E.4.i	Spreadsheet software	Y	N
31-9011.00	Microsoft Word	2.E.4.d	Word processing software	Y	N
31-9011.00	Scheduling software	2.E.4.h	Calendar and scheduling software	N	N
31-9011.00	WinCity Custom Software WinCity Massage SOAP Notes	2.E.9.i	Medical software	N	N
31-9091.00	Email software	2.E.16.a	Electronic mail software	N	N
31-9091.00	Henry Schein Dentrix	2.E.9.i	Medical software	Y	Y
31-9091.00	Kodak Dental Systems Kodak SOFTDENT Practice management software PMS	2.E.9.i	Medical software	N	N
31-9091.00	Microsoft Excel	2.E.4.i	Spreadsheet software	Y	N
31-9091.00	Microsoft Office software	2.E.1.k	Office suite software	Y	N
31-9091.00	Open Dental	2.E.9.i	Medical software	N	N
31-9091.00	Patterson Dental Supply Patterson EagleSoft	2.E.9.i	Medical software	N	N
31-9091.00	Quicken	2.E.2.a	Accounting software	N	N
31-9091.00	The Systems Workplace TDOCS	2.E.9.i	Medical software	N	N
31-9091.00	Web browser software	2.E.10.e	Internet browser software	N	N
31-9092.00	Appointment scheduling software	2.E.4.h	Calendar and scheduling software	N	N
31-9092.00	Billing software	2.E.2.f	Billing and invoicing software	N	N
31-9092.00	Bookkeeping software	2.E.2.a	Accounting software	N	N
31-9092.00	Business software applications	2.E.1.k	Office suite software	N	N
31-9092.00	Data entry software	2.E.6.f	Data base user interface and query software	N	N
31-9092.00	Database software	2.E.6.f	Data base user interface and query software	N	N
31-9092.00	Diagnostic and procedural coding software	2.E.6.a	Categorization or classification software	N	N
31-9092.00	eClinicalWorks EHR software	2.E.9.i	Medical software	Y	N
31-9092.00	Electronic medical record EMR software	2.E.9.i	Medical software	N	N
31-9092.00	Email software	2.E.16.a	Electronic mail software	N	N
31-9092.00	Epic Systems	2.E.9.i	Medical software	Y	Y
31-9092.00	GE Healthcare Centricity EMR	2.E.9.i	Medical software	N	N
31-9092.00	Healthcare common procedure coding system HCPCS	2.E.9.i	Medical software	N	N
31-9092.00	IDX Systems Patient Chart Tracking	2.E.5.b	Document management software	N	N
31-9092.00	Intuit QuickBooks	2.E.2.a	Accounting software	Y	N
31-9092.00	Medical condition coding software	2.E.9.i	Medical software	N	N
31-9092.00	Medical procedure coding software	2.E.9.i	Medical software	N	N
31-9092.00	MEDITECH software	2.E.9.i	Medical software	Y	N
31-9092.00	Microsoft Access	2.E.6.f	Data base user interface and query software	Y	N
31-9092.00	Microsoft Excel	2.E.4.i	Spreadsheet software	Y	N
31-9092.00	Microsoft Exchange	2.E.16.a	Electronic mail software	N	N
31-9092.00	Microsoft Office software	2.E.1.k	Office suite software	Y	Y
31-9092.00	Microsoft Outlook	2.E.16.a	Electronic mail software	Y	N
31-9092.00	Microsoft PowerPoint	2.E.4.f	Presentation software	Y	N
31-9092.00	Microsoft SharePoint	2.E.5.b	Document management software	Y	N
31-9092.00	Microsoft SharePoint Server	2.E.5.b	Document management software	N	N
31-9092.00	Microsoft Windows Vista Business	2.E.13.c	Operating system software	N	N
31-9092.00	Microsoft Windows XP Professional	2.E.13.c	Operating system software	N	N
31-9092.00	Microsoft Word	2.E.4.d	Word processing software	Y	N
31-9092.00	Patient management software	2.E.9.i	Medical software	N	N
31-9092.00	Visual electro diagnostic software	2.E.9.i	Medical software	N	N
31-9092.00	Web browser software	2.E.10.e	Internet browser software	N	N
31-9093.00	Calendar software	2.E.4.h	Calendar and scheduling software	N	N
31-9093.00	Database software	2.E.6.f	Data base user interface and query software	N	N
31-9093.00	eClinicalWorks EHR software	2.E.9.i	Medical software	Y	N
31-9093.00	Email software	2.E.16.a	Electronic mail software	N	N
31-9093.00	Inventory tracking software	2.E.1.f	Inventory management software	N	N
31-9093.00	Kronos Workforce Timekeeper	2.E.2.e	Time accounting software	Y	N
31-9093.00	McKesson ANSOS One-Staff	2.E.4.h	Calendar and scheduling software	N	N
31-9093.00	MEDITECH software	2.E.9.i	Medical software	Y	N
31-9093.00	MEDITECH Supply Chain Management	2.E.1.d	Materials requirements planning logistics and supply chain software	N	N
31-9093.00	Microsoft Excel	2.E.4.i	Spreadsheet software	Y	N
31-9093.00	Microsoft Office software	2.E.1.k	Office suite software	Y	N
31-9093.00	Microsoft Outlook	2.E.16.a	Electronic mail software	Y	N
31-9093.00	Microsoft PowerPoint	2.E.4.f	Presentation software	Y	N
31-9093.00	Microsoft SharePoint	2.E.5.b	Document management software	Y	N
31-9093.00	Microsoft SharePoint Server	2.E.5.b	Document management software	N	N
31-9093.00	Microsoft Word	2.E.4.d	Word processing software	Y	N
31-9093.00	Pyxis MedStation software	2.E.1.f	Inventory management software	N	N
31-9094.00	Allscripts healthcare automation software	2.E.9.i	Medical software	N	N
31-9094.00	Boston Bar Systems Corporation Sonnet	2.E.4.d	Word processing software	N	N
31-9094.00	Bytescribe Development Company WavPlayer	2.E.4.d	Word processing software	N	N
31-9094.00	Calendar software	2.E.4.h	Calendar and scheduling software	N	N
31-9094.00	Corel WordPerfect Office Suite	2.E.1.k	Office suite software	N	N
31-9094.00	Crescendo Systems Corporation MedRite-XL	2.E.9.i	Medical software	N	N
31-9094.00	Crescendo Systems DigiScribe-XL	2.E.15.d	Voice recognition software	N	N
31-9094.00	Database software	2.E.6.f	Data base user interface and query software	N	N
31-9094.00	dBASE Plus	2.E.6.f	Data base user interface and query software	N	N
31-9094.00	eClinicalWorks EHR software	2.E.9.i	Medical software	Y	N
31-9094.00	Electronic medical record EMR systems	2.E.9.i	Medical software	N	N
31-9094.00	Email software	2.E.16.a	Electronic mail software	N	N
31-9094.00	Emmaus MPWord	2.E.4.d	Word processing software	N	N
31-9094.00	FileMaker Pro	2.E.6.f	Data base user interface and query software	N	N
31-9094.00	g-net solutions MTP	2.E.15.d	Voice recognition software	N	N
31-9094.00	Healthcare common procedure coding system HCPCS	2.E.9.i	Medical software	N	N
31-9094.00	Integrated Systems Management OmniMD	2.E.9.i	Medical software	N	N
31-9094.00	Medical terminology databases	2.E.6.h	Information retrieval or search software	N	N
31-9094.00	MedQuist DocQment Enterprise Platform	2.E.9.i	Medical software	N	N
31-9094.00	Microsoft Access	2.E.6.f	Data base user interface and query software	Y	N
31-9094.00	Microsoft ASP.NET	2.E.7.h	Web platform development software	Y	N
31-9094.00	Microsoft Excel	2.E.4.i	Spreadsheet software	Y	N
31-9094.00	Microsoft Office software	2.E.1.k	Office suite software	Y	N
31-9094.00	Microsoft Outlook	2.E.16.a	Electronic mail software	Y	N
31-9094.00	Microsoft PowerPoint	2.E.4.f	Presentation software	Y	N
31-9094.00	Microsoft Windows	2.E.13.c	Operating system software	Y	N
31-9094.00	Microsoft Word	2.E.4.d	Word processing software	Y	N
31-9094.00	Narratek Smartype	2.E.4.d	Word processing software	N	N
31-9094.00	Nuance Dragon NaturallySpeaking	2.E.15.d	Voice recognition software	N	N
31-9094.00	Patient billing software	2.E.2.f	Billing and invoicing software	N	N
31-9094.00	PCC EHR	2.E.9.i	Medical software	N	N
31-9094.00	Precision Data Solutions VoicePower	2.E.4.d	Word processing software	N	N
31-9094.00	Prognosis Innovation Healthcare ChartAccess	2.E.9.i	Medical software	N	N
31-9094.00	SpectraMedi EasyFlow	2.E.9.i	Medical software	N	N
31-9094.00	Speech recognition software	2.E.15.d	Voice recognition software	N	N
31-9094.00	SpeedType	2.E.4.d	Word processing software	N	N
31-9094.00	SpeedUp Trans	2.E.4.d	Word processing software	N	N
31-9094.00	Spellex AccuCount	2.E.8.c	Spell checkers	N	N
31-9094.00	Sylvan Software Complete Medical Pharmaceutical Spell Checker	2.E.8.c	Spell checkers	N	N
31-9094.00	Sylvan Software DropChute Pro	2.E.10.b	Desktop communications software	N	N
31-9094.00	Sylvan Software ShortCut	2.E.4.d	Word processing software	N	N
31-9094.00	Web browser software	2.E.10.e	Internet browser software	N	N
31-9094.00	YouTube	2.E.4.c	Video creation and editing software	N	N
31-9095.00	Database software	2.E.6.f	Data base user interface and query software	N	N
31-9095.00	Microsoft Excel	2.E.4.i	Spreadsheet software	Y	Y
31-9095.00	Microsoft Office software	2.E.1.k	Office suite software	Y	Y
