O*NET-SOC Code	Element ID	Element Name	Scale ID	Data Value	Date	Domain Source
51-4081.00	1.B.1.g	First Interest High-Point	IH	1.00	02/2026	Machine Learning/Expert
51-4081.00	1.B.1.h	Second Interest High-Point	IH	6.00	02/2026	Machine Learning/Expert
51-4081.00	1.B.1.i	Third Interest High-Point	IH	0.00	02/2026	Machine Learning/Expert
51-4111.00	1.B.1.a	Realistic	OI	6.94	02/2026	Machine Learning/Expert
51-4111.00	1.B.1.b	Investigative	OI	2.98	02/2026	Machine Learning/Expert
51-4111.00	1.B.1.c	Artistic	OI	1.90	02/2026	Machine Learning/Expert
51-4111.00	1.B.1.d	Social	OI	1.00	02/2026	Machine Learning/Expert
51-4111.00	1.B.1.e	Enterprising	OI	1.00	02/2026	Machine Learning/Expert
51-4111.00	1.B.1.f	Conventional	OI	4.19	02/2026	Machine Learning/Expert
51-4111.00	1.B.1.g	First Interest High-Point	IH	1.00	02/2026	Machine Learning/Expert
51-4111.00	1.B.1.h	Second Interest High-Point	IH	6.00	02/2026	Machine Learning/Expert
51-4111.00	1.B.1.i	Third Interest High-Point	IH	0.00	02/2026	Machine Learning/Expert
51-4121.00	1.B.1.a	Realistic	OI	7.00	02/2026	Machine Learning/Expert
51-4121.00	1.B.1.b	Investigative	OI	2.08	02/2026	Machine Learning/Expert
51-4121.00	1.B.1.c	Artistic	OI	1.40	02/2026	Machine Learning/Expert
51-4121.00	1.B.1.d	Social	OI	1.08	02/2026	Machine Learning/Expert
51-4121.00	1.B.1.e	Enterprising	OI	1.53	02/2026	Machine Learning/Expert
51-4121.00	1.B.1.f	Conventional	OI	3.65	02/2026	Machine Learning/Expert
51-4121.00	1.B.1.g	First Interest High-Point	IH	1.00	02/2026	Machine Learning/Expert
51-4121.00	1.B.1.h	Second Interest High-Point	IH	6.00	02/2026	Machine Learning/Expert
51-4121.00	1.B.1.i	Third Interest High-Point	IH	0.00	02/2026	Machine Learning/Expert
51-4122.00	1.B.1.a	Realistic	OI	7.00	02/2026	Machine Learning/Expert
51-4122.00	1.B.1.b	Investigative	OI	2.02	02/2026	Machine Learning/Expert
51-4122.00	1.B.1.c	Artistic	OI	1.29	02/2026	Machine Learning/Expert
51-4122.00	1.B.1.d	Social	OI	1.13	02/2026	Machine Learning/Expert
51-4122.00	1.B.1.e	Enterprising	OI	1.50	02/2026	Machine Learning/Expert
51-4122.00	1.B.1.f	Conventional	OI	3.90	02/2026	Machine Learning/Expert
51-4122.00	1.B.1.g	First Interest High-Point	IH	1.00	02/2026	Machine Learning/Expert
51-4122.00	1.B.1.h	Second Interest High-Point	IH	6.00	02/2026	Machine Learning/Expert
51-4122.00	1.B.1.i	Third Interest High-Point	IH	0.00	02/2026	Machine Learning/Expert
51-4191.00	1.B.1.a	Realistic	OI	6.82	02/2026	Machine Learning/Expert
51-4191.00	1.B.1.b	Investigative	OI	2.20	02/2026	Machine Learning/Expert
51-4191.00	1.B.1.c	Artistic	OI	1.00	02/2026	Machine Learning/Expert
51-4191.00	1.B.1.d	Social	OI	1.57	02/2026	Machine Learning/Expert
51-4191.00	1.B.1.e	Enterprising	OI	1.00	02/2026	Machine Learning/Expert
51-4191.00	1.B.1.f	Conventional	OI	4.07	02/2026	Machine Learning/Expert
51-4191.00	1.B.1.g	First Interest High-Point	IH	1.00	02/2026	Machine Learning/Expert
51-4191.00	1.B.1.h	Second Interest High-Point	IH	6.00	02/2026	Machine Learning/Expert
51-4191.00	1.B.1.i	Third Interest High-Point	IH	0.00	02/2026	Machine Learning/Expert
51-4192.00	1.B.1.a	Realistic	OI	6.48	02/2026	Machine Learning/Expert
51-4192.00	1.B.1.b	Investigative	OI	2.83	02/2026	Machine Learning/Expert
51-4192.00	1.B.1.c	Artistic	OI	2.88	02/2026	Machine Learning/Expert
51-4192.00	1.B.1.d	Social	OI	1.02	02/2026	Machine Learning/Expert
51-4192.00	1.B.1.e	Enterprising	OI	1.00	02/2026	Machine Learning/Expert
51-4192.00	1.B.1.f	Conventional	OI	3.89	02/2026	Machine Learning/Expert
51-4192.00	1.B.1.g	First Interest High-Point	IH	1.00	02/2026	Machine Learning/Expert
51-4192.00	1.B.1.h	Second Interest High-Point	IH	6.00	02/2026	Machine Learning/Expert
51-4192.00	1.B.1.i	Third Interest High-Point	IH	0.00	02/2026	Machine Learning/Expert
51-4193.00	1.B.1.a	Realistic	OI	7.00	02/2026	Machine Learning/Expert
51-4193.00	1.B.1.b	Investigative	OI	2.23	02/2026	Machine Learning/Expert
51-4193.00	1.B.1.c	Artistic	OI	1.41	02/2026	Machine Learning/Expert
51-4193.00	1.B.1.d	Social	OI	1.00	02/2026	Machine Learning/Expert
51-4193.00	1.B.1.e	Enterprising	OI	1.00	02/2026	Machine Learning/Expert
51-4193.00	1.B.1.f	Conventional	OI	4.10	02/2026	Machine Learning/Expert
51-4193.00	1.B.1.g	First Interest High-Point	IH	1.00	02/2026	Machine Learning/Expert
51-4193.00	1.B.1.h	Second Interest High-Point	IH	6.00	02/2026	Machine Learning/Expert
51-4193.00	1.B.1.i	Third Interest High-Point	IH	0.00	02/2026	Machine Learning/Expert
51-4194.00	1.B.1.a	Realistic	OI	7.00	02/2026	Machine Learning/Expert
51-4194.00	1.B.1.b	Investigative	OI	2.02	02/2026	Machine Learning/Expert
51-4194.00	1.B.1.c	Artistic	OI	1.25	02/2026	Machine Learning/Expert
51-4194.00	1.B.1.d	Social	OI	1.00	02/2026	Machine Learning/Expert
51-4194.00	1.B.1.e	Enterprising	OI	1.00	02/2026	Machine Learning/Expert
51-4194.00	1.B.1.f	Conventional	OI	4.15	02/2026	Machine Learning/Expert
51-4194.00	1.B.1.g	First Interest High-Point	IH	1.00	02/2026	Machine Learning/Expert
51-4194.00	1.B.1.h	Second Interest High-Point	IH	6.00	02/2026	Machine Learning/Expert
51-4194.00	1.B.1.i	Third Interest High-Point	IH	0.00	02/2026	Machine Learning/Expert
51-5111.00	1.B.1.a	Realistic	OI	5.01	02/2026	Machine Learning/Expert
51-5111.00	1.B.1.b	Investigative	OI	1.96	02/2026	Machine Learning/Expert
51-5111.00	1.B.1.c	Artistic	OI	3.10	02/2026	Machine Learning/Expert
51-5111.00	1.B.1.d	Social	OI	1.65	02/2026	Machine Learning/Expert
51-5111.00	1.B.1.e	Enterprising	OI	1.35	02/2026	Machine Learning/Expert
51-5111.00	1.B.1.f	Conventional	OI	5.76	02/2026	Machine Learning/Expert
51-5111.00	1.B.1.g	First Interest High-Point	IH	6.00	02/2026	Machine Learning/Expert
51-5111.00	1.B.1.h	Second Interest High-Point	IH	1.00	02/2026	Machine Learning/Expert
51-5111.00	1.B.1.i	Third Interest High-Point	IH	0.00	02/2026	Machine Learning/Expert
51-5112.00	1.B.1.a	Realistic	OI	4.80	02/2026	Machine Learning/Expert
51-5112.00	1.B.1.b	Investigative	OI	1.18	02/2026	Machine Learning/Expert
51-5112.00	1.B.1.c	Artistic	OI	1.74	02/2026	Machine Learning/Expert
51-5112.00	1.B.1.d	Social	OI	1.71	02/2026	Machine Learning/Expert
51-5112.00	1.B.1.e	Enterprising	OI	1.77	02/2026	Machine Learning/Expert
51-5112.00	1.B.1.f	Conventional	OI	5.43	02/2026	Machine Learning/Expert
51-5112.00	1.B.1.g	First Interest High-Point	IH	6.00	02/2026	Machine Learning/Expert
51-5112.00	1.B.1.h	Second Interest High-Point	IH	1.00	02/2026	Machine Learning/Expert
51-5112.00	1.B.1.i	Third Interest High-Point	IH	0.00	02/2026	Machine Learning/Expert
51-5113.00	1.B.1.a	Realistic	OI	5.44	02/2026	Machine Learning/Expert
51-5113.00	1.B.1.b	Investigative	OI	1.20	02/2026	Machine Learning/Expert
51-5113.00	1.B.1.c	Artistic	OI	2.05	02/2026	Machine Learning/Expert
51-5113.00	1.B.1.d	Social	OI	1.47	02/2026	Machine Learning/Expert
51-5113.00	1.B.1.e	Enterprising	OI	1.23	02/2026	Machine Learning/Expert
51-5113.00	1.B.1.f	Conventional	OI	5.49	02/2026	Machine Learning/Expert
51-5113.00	1.B.1.g	First Interest High-Point	IH	6.00	02/2026	Machine Learning/Expert
51-5113.00	1.B.1.h	Second Interest High-Point	IH	1.00	02/2026	Machine Learning/Expert
51-5113.00	1.B.1.i	Third Interest High-Point	IH	0.00	02/2026	Machine Learning/Expert
51-6011.00	1.B.1.a	Realistic	OI	6.38	02/2026	Machine Learning/Expert
51-6011.00	1.B.1.b	Investigative	OI	1.00	02/2026	Machine Learning/Expert
51-6011.00	1.B.1.c	Artistic	OI	1.18	02/2026	Machine Learning/Expert
51-6011.00	1.B.1.d	Social	OI	1.36	02/2026	Machine Learning/Expert
51-6011.00	1.B.1.e	Enterprising	OI	1.54	02/2026	Machine Learning/Expert
51-6011.00	1.B.1.f	Conventional	OI	4.26	02/2026	Machine Learning/Expert
51-6011.00	1.B.1.g	First Interest High-Point	IH	1.00	02/2026	Machine Learning/Expert
51-6011.00	1.B.1.h	Second Interest High-Point	IH	6.00	02/2026	Machine Learning/Expert
51-6011.00	1.B.1.i	Third Interest High-Point	IH	0.00	02/2026	Machine Learning/Expert
51-6021.00	1.B.1.a	Realistic	OI	6.38	02/2026	Machine Learning/Expert
51-6021.00	1.B.1.b	Investigative	OI	1.46	02/2026	Machine Learning/Expert
51-6021.00	1.B.1.c	Artistic	OI	2.31	02/2026	Machine Learning/Expert
51-6021.00	1.B.1.d	Social	OI	1.15	02/2026	Machine Learning/Expert
51-6021.00	1.B.1.e	Enterprising	OI	1.00	02/2026	Machine Learning/Expert
51-6021.00	1.B.1.f	Conventional	OI	3.50	02/2026	Machine Learning/Expert
51-6021.00	1.B.1.g	First Interest High-Point	IH	1.00	02/2026	Machine Learning/Expert
51-6021.00	1.B.1.h	Second Interest High-Point	IH	6.00	02/2026	Machine Learning/Expert
51-6021.00	1.B.1.i	Third Interest High-Point	IH	0.00	02/2026	Machine Learning/Expert
51-6031.00	1.B.1.a	Realistic	OI	6.78	02/2026	Machine Learning/Expert
51-6031.00	1.B.1.b	Investigative	OI	1.37	02/2026	Machine Learning/Expert
51-6031.00	1.B.1.c	Artistic	OI	1.75	02/2026	Machine Learning/Expert
51-6031.00	1.B.1.d	Social	OI	1.16	02/2026	Machine Learning/Expert
51-6031.00	1.B.1.e	Enterprising	OI	1.15	02/2026	Machine Learning/Expert
51-6031.00	1.B.1.f	Conventional	OI	3.97	02/2026	Machine Learning/Expert
51-6031.00	1.B.1.g	First Interest High-Point	IH	1.00	02/2026	Machine Learning/Expert
51-6031.00	1.B.1.h	Second Interest High-Point	IH	6.00	02/2026	Machine Learning/Expert
51-6031.00	1.B.1.i	Third Interest High-Point	IH	0.00	02/2026	Machine Learning/Expert
51-6041.00	1.B.1.a	Realistic	OI	6.94	02/2026	Machine Learning/Expert
51-6041.00	1.B.1.b	Investigative	OI	1.63	02/2026	Machine Learning/Expert
51-6041.00	1.B.1.c	Artistic	OI	3.13	02/2026	Machine Learning/Expert
51-6041.00	1.B.1.d	Social	OI	1.32	02/2026	Machine Learning/Expert
51-6041.00	1.B.1.e	Enterprising	OI	1.53	02/2026	Machine Learning/Expert
51-6041.00	1.B.1.f	Conventional	OI	3.19	02/2026	Machine Learning/Expert
51-6041.00	1.B.1.g	First Interest High-Point	IH	1.00	02/2026	Machine Learning/Expert
51-6041.00	1.B.1.h	Second Interest High-Point	IH	6.00	02/2026	Machine Learning/Expert
51-6041.00	1.B.1.i	Third Interest High-Point	IH	3.00	02/2026	Machine Learning/Expert
51-6042.00	1.B.1.a	Realistic	OI	6.71	02/2026	Machine Learning/Expert
51-6042.00	1.B.1.b	Investigative	OI	1.77	02/2026	Machine Learning/Expert
51-6042.00	1.B.1.c	Artistic	OI	1.67	02/2026	Machine Learning/Expert
51-6042.00	1.B.1.d	Social	OI	1.30	02/2026	Machine Learning/Expert
51-6042.00	1.B.1.e	Enterprising	OI	1.54	02/2026	Machine Learning/Expert
51-6042.00	1.B.1.f	Conventional	OI	3.88	02/2026	Machine Learning/Expert
51-6042.00	1.B.1.g	First Interest High-Point	IH	1.00	02/2026	Machine Learning/Expert
51-6042.00	1.B.1.h	Second Interest High-Point	IH	6.00	02/2026	Machine Learning/Expert
51-6042.00	1.B.1.i	Third Interest High-Point	IH	0.00	02/2026	Machine Learning/Expert
51-6051.00	1.B.1.a	Realistic	OI	6.48	02/2026	Machine Learning/Expert
51-6051.00	1.B.1.b	Investigative	OI	1.00	02/2026	Machine Learning/Expert
51-6051.00	1.B.1.c	Artistic	OI	2.39	02/2026	Machine Learning/Expert
51-6051.00	1.B.1.d	Social	OI	1.56	02/2026	Machine Learning/Expert
51-6051.00	1.B.1.e	Enterprising	OI	1.15	02/2026	Machine Learning/Expert
51-6051.00	1.B.1.f	Conventional	OI	3.25	02/2026	Machine Learning/Expert
51-6051.00	1.B.1.g	First Interest High-Point	IH	1.00	02/2026	Machine Learning/Expert
51-6051.00	1.B.1.h	Second Interest High-Point	IH	6.00	02/2026	Machine Learning/Expert
51-6051.00	1.B.1.i	Third Interest High-Point	IH	0.00	02/2026	Machine Learning/Expert
51-6052.00	1.B.1.a	Realistic	OI	5.88	02/2026	Machine Learning/Expert
51-6052.00	1.B.1.b	Investigative	OI	1.16	02/2026	Machine Learning/Expert
51-6052.00	1.B.1.c	Artistic	OI	3.96	02/2026	Machine Learning/Expert
51-6052.00	1.B.1.d	Social	OI	1.99	02/2026	Machine Learning/Expert
51-6052.00	1.B.1.e	Enterprising	OI	2.44	02/2026	Machine Learning/Expert
51-6052.00	1.B.1.f	Conventional	OI	3.13	02/2026	Machine Learning/Expert
51-6052.00	1.B.1.g	First Interest High-Point	IH	1.00	02/2026	Machine Learning/Expert
51-6052.00	1.B.1.h	Second Interest High-Point	IH	3.00	02/2026	Machine Learning/Expert
51-6052.00	1.B.1.i	Third Interest High-Point	IH	0.00	02/2026	Machine Learning/Expert
51-6061.00	1.B.1.a	Realistic	OI	6.77	02/2026	Machine Learning/Expert
51-6061.00	1.B.1.b	Investigative	OI	2.07	02/2026	Machine Learning/Expert
51-6061.00	1.B.1.c	Artistic	OI	1.27	02/2026	Machine Learning/Expert
51-6061.00	1.B.1.d	Social	OI	1.27	02/2026	Machine Learning/Expert
51-6061.00	1.B.1.e	Enterprising	OI	1.21	02/2026	Machine Learning/Expert
51-6061.00	1.B.1.f	Conventional	OI	4.18	02/2026	Machine Learning/Expert
51-6061.00	1.B.1.g	First Interest High-Point	IH	1.00	02/2026	Machine Learning/Expert
51-6061.00	1.B.1.h	Second Interest High-Point	IH	6.00	02/2026	Machine Learning/Expert
51-6061.00	1.B.1.i	Third Interest High-Point	IH	0.00	02/2026	Machine Learning/Expert
51-6062.00	1.B.1.a	Realistic	OI	6.36	02/2026	Machine Learning/Expert
51-6062.00	1.B.1.b	Investigative	OI	1.55	02/2026	Machine Learning/Expert
51-6062.00	1.B.1.c	Artistic	OI	1.51	02/2026	Machine Learning/Expert
51-6062.00	1.B.1.d	Social	OI	1.22	02/2026	Machine Learning/Expert
51-6062.00	1.B.1.e	Enterprising	OI	1.56	02/2026	Machine Learning/Expert
51-6062.00	1.B.1.f	Conventional	OI	4.49	02/2026	Machine Learning/Expert
51-6062.00	1.B.1.g	First Interest High-Point	IH	1.00	02/2026	Machine Learning/Expert
51-6062.00	1.B.1.h	Second Interest High-Point	IH	6.00	02/2026	Machine Learning/Expert
51-6062.00	1.B.1.i	Third Interest High-Point	IH	0.00	02/2026	Machine Learning/Expert
51-6063.00	1.B.1.a	Realistic	OI	6.95	02/2026	Machine Learning/Expert
51-6063.00	1.B.1.b	Investigative	OI	1.81	02/2026	Machine Learning/Expert
51-6063.00	1.B.1.c	Artistic	OI	1.56	02/2026	Machine Learning/Expert
51-6063.00	1.B.1.d	Social	OI	1.02	02/2026	Machine Learning/Expert
51-6063.00	1.B.1.e	Enterprising	OI	1.36	02/2026	Machine Learning/Expert
51-6063.00	1.B.1.f	Conventional	OI	4.28	02/2026	Machine Learning/Expert
51-6063.00	1.B.1.g	First Interest High-Point	IH	1.00	02/2026	Machine Learning/Expert
51-6063.00	1.B.1.h	Second Interest High-Point	IH	6.00	02/2026	Machine Learning/Expert
51-6063.00	1.B.1.i	Third Interest High-Point	IH	0.00	02/2026	Machine Learning/Expert
51-6064.00	1.B.1.a	Realistic	OI	6.50	02/2026	Machine Learning/Expert
51-6064.00	1.B.1.b	Investigative	OI	1.48	02/2026	Machine Learning/Expert
51-6064.00	1.B.1.c	Artistic	OI	1.33	02/2026	Machine Learning/Expert
51-6064.00	1.B.1.d	Social	OI	1.00	02/2026	Machine Learning/Expert
51-6064.00	1.B.1.e	Enterprising	OI	1.53	02/2026	Machine Learning/Expert
51-6064.00	1.B.1.f	Conventional	OI	4.32	02/2026	Machine Learning/Expert
51-6064.00	1.B.1.g	First Interest High-Point	IH	1.00	02/2026	Machine Learning/Expert
51-6064.00	1.B.1.h	Second Interest High-Point	IH	6.00	02/2026	Machine Learning/Expert
51-6064.00	1.B.1.i	Third Interest High-Point	IH	0.00	02/2026	Machine Learning/Expert
51-6091.00	1.B.1.a	Realistic	OI	6.50	02/2026	Machine Learning/Expert
51-6091.00	1.B.1.b	Investigative	OI	2.21	02/2026	Machine Learning/Expert
51-6091.00	1.B.1.c	Artistic	OI	1.27	02/2026	Machine Learning/Expert
51-6091.00	1.B.1.d	Social	OI	1.22	02/2026	Machine Learning/Expert
51-6091.00	1.B.1.e	Enterprising	OI	1.41	02/2026	Machine Learning/Expert
51-6091.00	1.B.1.f	Conventional	OI	4.05	02/2026	Machine Learning/Expert
51-6091.00	1.B.1.g	First Interest High-Point	IH	1.00	02/2026	Machine Learning/Expert
51-6091.00	1.B.1.h	Second Interest High-Point	IH	6.00	02/2026	Machine Learning/Expert
51-6091.00	1.B.1.i	Third Interest High-Point	IH	0.00	02/2026	Machine Learning/Expert
51-6092.00	1.B.1.a	Realistic	OI	5.65	02/2026	Machine Learning/Expert
51-6092.00	1.B.1.b	Investigative	OI	1.34	02/2026	Machine Learning/Expert
51-6092.00	1.B.1.c	Artistic	OI	5.40	02/2026	Machine Learning/Expert
51-6092.00	1.B.1.d	Social	OI	1.31	02/2026	Machine Learning/Expert
51-6092.00	1.B.1.e	Enterprising	OI	1.45	02/2026	Machine Learning/Expert
51-6092.00	1.B.1.f	Conventional	OI	4.17	02/2026	Machine Learning/Expert
51-6092.00	1.B.1.g	First Interest High-Point	IH	1.00	02/2026	Machine Learning/Expert
51-6092.00	1.B.1.h	Second Interest High-Point	IH	3.00	02/2026	Machine Learning/Expert
51-6092.00	1.B.1.i	Third Interest High-Point	IH	6.00	02/2026	Machine Learning/Expert
51-6093.00	1.B.1.a	Realistic	OI	6.81	02/2026	Machine Learning/Expert
51-6093.00	1.B.1.b	Investigative	OI	1.84	02/2026	Machine Learning/Expert
51-6093.00	1.B.1.c	Artistic	OI	2.92	02/2026	Machine Learning/Expert
51-6093.00	1.B.1.d	Social	OI	1.38	02/2026	Machine Learning/Expert
51-6093.00	1.B.1.e	Enterprising	OI	1.00	02/2026	Machine Learning/Expert
51-6093.00	1.B.1.f	Conventional	OI	2.92	02/2026	Machine Learning/Expert
51-6093.00	1.B.1.g	First Interest High-Point	IH	1.00	02/2026	Machine Learning/Expert
51-6093.00	1.B.1.h	Second Interest High-Point	IH	3.00	02/2026	Machine Learning/Expert
51-6093.00	1.B.1.i	Third Interest High-Point	IH	6.00	02/2026	Machine Learning/Expert
51-7011.00	1.B.1.a	Realistic	OI	7.00	02/2026	Machine Learning/Expert
51-7011.00	1.B.1.b	Investigative	OI	2.05	02/2026	Machine Learning/Expert
51-7011.00	1.B.1.c	Artistic	OI	2.50	02/2026	Machine Learning/Expert
51-7011.00	1.B.1.d	Social	OI	1.11	02/2026	Machine Learning/Expert
51-7011.00	1.B.1.e	Enterprising	OI	1.23	02/2026	Machine Learning/Expert
51-7011.00	1.B.1.f	Conventional	OI	3.38	02/2026	Machine Learning/Expert
51-7011.00	1.B.1.g	First Interest High-Point	IH	1.00	02/2026	Machine Learning/Expert
51-7011.00	1.B.1.h	Second Interest High-Point	IH	6.00	02/2026	Machine Learning/Expert
51-7011.00	1.B.1.i	Third Interest High-Point	IH	0.00	02/2026	Machine Learning/Expert
51-7021.00	1.B.1.a	Realistic	OI	7.00	02/2026	Machine Learning/Expert
51-7021.00	1.B.1.b	Investigative	OI	1.45	02/2026	Machine Learning/Expert
51-7021.00	1.B.1.c	Artistic	OI	2.93	02/2026	Machine Learning/Expert
51-7021.00	1.B.1.d	Social	OI	1.25	02/2026	Machine Learning/Expert
51-7021.00	1.B.1.e	Enterprising	OI	1.00	02/2026	Machine Learning/Expert
51-7021.00	1.B.1.f	Conventional	OI	2.87	02/2026	Machine Learning/Expert
51-7021.00	1.B.1.g	First Interest High-Point	IH	1.00	02/2026	Machine Learning/Expert
51-7021.00	1.B.1.h	Second Interest High-Point	IH	3.00	02/2026	Machine Learning/Expert
51-7021.00	1.B.1.i	Third Interest High-Point	IH	6.00	02/2026	Machine Learning/Expert
51-7031.00	1.B.1.a	Realistic	OI	7.00	02/2026	Machine Learning/Expert
51-7031.00	1.B.1.b	Investigative	OI	2.57	02/2026	Machine Learning/Expert
51-7031.00	1.B.1.c	Artistic	OI	3.79	02/2026	Machine Learning/Expert
51-7031.00	1.B.1.d	Social	OI	1.38	02/2026	Machine Learning/Expert
51-7031.00	1.B.1.e	Enterprising	OI	1.59	02/2026	Machine Learning/Expert
51-7031.00	1.B.1.f	Conventional	OI	3.99	02/2026	Machine Learning/Expert
51-7031.00	1.B.1.g	First Interest High-Point	IH	1.00	02/2026	Machine Learning/Expert
51-7031.00	1.B.1.h	Second Interest High-Point	IH	6.00	02/2026	Machine Learning/Expert
51-7031.00	1.B.1.i	Third Interest High-Point	IH	3.00	02/2026	Machine Learning/Expert
51-7032.00	1.B.1.a	Realistic	OI	6.58	02/2026	Machine Learning/Expert
51-7032.00	1.B.1.b	Investigative	OI	2.06	02/2026	Machine Learning/Expert
51-7032.00	1.B.1.c	Artistic	OI	4.06	02/2026	Machine Learning/Expert
51-7032.00	1.B.1.d	Social	OI	1.29	02/2026	Machine Learning/Expert
51-7032.00	1.B.1.e	Enterprising	OI	1.26	02/2026	Machine Learning/Expert
51-7032.00	1.B.1.f	Conventional	OI	4.04	02/2026	Machine Learning/Expert
51-7032.00	1.B.1.g	First Interest High-Point	IH	1.00	02/2026	Machine Learning/Expert
51-7032.00	1.B.1.h	Second Interest High-Point	IH	3.00	02/2026	Machine Learning/Expert
51-7032.00	1.B.1.i	Third Interest High-Point	IH	6.00	02/2026	Machine Learning/Expert
51-7041.00	1.B.1.a	Realistic	OI	7.00	02/2026	Machine Learning/Expert
51-7041.00	1.B.1.b	Investigative	OI	2.36	02/2026	Machine Learning/Expert
51-7041.00	1.B.1.c	Artistic	OI	1.00	02/2026	Machine Learning/Expert
51-7041.00	1.B.1.d	Social	OI	1.16	02/2026	Machine Learning/Expert
51-7041.00	1.B.1.e	Enterprising	OI	1.00	02/2026	Machine Learning/Expert
51-7041.00	1.B.1.f	Conventional	OI	3.87	02/2026	Machine Learning/Expert
51-7041.00	1.B.1.g	First Interest High-Point	IH	1.00	02/2026	Machine Learning/Expert
51-7041.00	1.B.1.h	Second Interest High-Point	IH	6.00	02/2026	Machine Learning/Expert
51-7041.00	1.B.1.i	Third Interest High-Point	IH	0.00	02/2026	Machine Learning/Expert
51-7042.00	1.B.1.a	Realistic	OI	7.00	02/2026	Machine Learning/Expert
51-7042.00	1.B.1.b	Investigative	OI	2.38	02/2026	Machine Learning/Expert
51-7042.00	1.B.1.c	Artistic	OI	1.13	02/2026	Machine Learning/Expert
51-7042.00	1.B.1.d	Social	OI	1.20	02/2026	Machine Learning/Expert
51-7042.00	1.B.1.e	Enterprising	OI	1.02	02/2026	Machine Learning/Expert
51-7042.00	1.B.1.f	Conventional	OI	4.14	02/2026	Machine Learning/Expert
51-7042.00	1.B.1.g	First Interest High-Point	IH	1.00	02/2026	Machine Learning/Expert
51-7042.00	1.B.1.h	Second Interest High-Point	IH	6.00	02/2026	Machine Learning/Expert
51-7042.00	1.B.1.i	Third Interest High-Point	IH	0.00	02/2026	Machine Learning/Expert
51-8011.00	1.B.1.a	Realistic	OI	5.40	02/2026	Machine Learning/Expert
51-8011.00	1.B.1.b	Investigative	OI	3.12	02/2026	Machine Learning/Expert
51-8011.00	1.B.1.c	Artistic	OI	1.00	02/2026	Machine Learning/Expert
51-8011.00	1.B.1.d	Social	OI	2.07	02/2026	Machine Learning/Expert
51-8011.00	1.B.1.e	Enterprising	OI	2.60	02/2026	Machine Learning/Expert
51-8011.00	1.B.1.f	Conventional	OI	5.14	02/2026	Machine Learning/Expert
51-8011.00	1.B.1.g	First Interest High-Point	IH	1.00	02/2026	Machine Learning/Expert
51-8011.00	1.B.1.h	Second Interest High-Point	IH	6.00	02/2026	Machine Learning/Expert
51-8011.00	1.B.1.i	Third Interest High-Point	IH	0.00	02/2026	Machine Learning/Expert
51-8012.00	1.B.1.a	Realistic	OI	5.20	02/2026	Machine Learning/Expert
51-8012.00	1.B.1.b	Investigative	OI	2.43	02/2026	Machine Learning/Expert
51-8012.00	1.B.1.c	Artistic	OI	1.00	02/2026	Machine Learning/Expert
51-8012.00	1.B.1.d	Social	OI	1.98	02/2026	Machine Learning/Expert
51-8012.00	1.B.1.e	Enterprising	OI	3.09	02/2026	Machine Learning/Expert
51-8012.00	1.B.1.f	Conventional	OI	5.11	02/2026	Machine Learning/Expert
51-8012.00	1.B.1.g	First Interest High-Point	IH	1.00	02/2026	Machine Learning/Expert
51-8012.00	1.B.1.h	Second Interest High-Point	IH	6.00	02/2026	Machine Learning/Expert
51-8012.00	1.B.1.i	Third Interest High-Point	IH	0.00	02/2026	Machine Learning/Expert
51-8013.00	1.B.1.a	Realistic	OI	6.84	02/2026	Machine Learning/Expert
51-8013.00	1.B.1.b	Investigative	OI	2.84	02/2026	Machine Learning/Expert
51-8013.00	1.B.1.c	Artistic	OI	1.00	02/2026	Machine Learning/Expert
51-8013.00	1.B.1.d	Social	OI	1.25	02/2026	Machine Learning/Expert
51-8013.00	1.B.1.e	Enterprising	OI	1.94	02/2026	Machine Learning/Expert
51-8013.00	1.B.1.f	Conventional	OI	5.11	02/2026	Machine Learning/Expert
51-8013.00	1.B.1.g	First Interest High-Point	IH	1.00	02/2026	Machine Learning/Expert
51-8013.00	1.B.1.h	Second Interest High-Point	IH	6.00	02/2026	Machine Learning/Expert
51-8013.00	1.B.1.i	Third Interest High-Point	IH	0.00	02/2026	Machine Learning/Expert
51-8013.03	1.B.1.a	Realistic	OI	6.97	11/2023	Machine Learning
51-8013.03	1.B.1.b	Investigative	OI	3.12	11/2023	Machine Learning
51-8013.03	1.B.1.c	Artistic	OI	1.00	11/2023	Machine Learning
51-8013.03	1.B.1.d	Social	OI	1.22	11/2023	Machine Learning
51-8013.03	1.B.1.e	Enterprising	OI	1.75	11/2023	Machine Learning
51-8013.03	1.B.1.f	Conventional	OI	4.82	11/2023	Machine Learning
51-8013.03	1.B.1.g	First Interest High-Point	IH	1.00	11/2023	Machine Learning
51-8013.03	1.B.1.h	Second Interest High-Point	IH	6.00	11/2023	Machine Learning
51-8013.03	1.B.1.i	Third Interest High-Point	IH	0.00	11/2023	Machine Learning
51-8013.04	1.B.1.a	Realistic	OI	7.00	11/2023	Machine Learning
51-8013.04	1.B.1.b	Investigative	OI	3.28	11/2023	Machine Learning
51-8013.04	1.B.1.c	Artistic	OI	1.00	11/2023	Machine Learning
51-8013.04	1.B.1.d	Social	OI	1.21	11/2023	Machine Learning
51-8013.04	1.B.1.e	Enterprising	OI	1.77	11/2023	Machine Learning
51-8013.04	1.B.1.f	Conventional	OI	4.68	11/2023	Machine Learning
