"Area","AreaName","StateAb","State","CountyTownName"
"4700002","South Central Tennessee nonmetropolitan area","TN","Tennessee","Franklin County"
"4700002","South Central Tennessee nonmetropolitan area","TN","Tennessee","Giles County"
"4700002","South Central Tennessee nonmetropolitan area","TN","Tennessee","Grundy County"
"4700002","South Central Tennessee nonmetropolitan area","TN","Tennessee","Lawrence County"
"4700002","South Central Tennessee nonmetropolitan area","TN","Tennessee","Lewis County"
"4700002","South Central Tennessee nonmetropolitan area","TN","Tennessee","Lincoln County"
"4700002","South Central Tennessee nonmetropolitan area","TN","Tennessee","Marshall County"
"4700002","South Central Tennessee nonmetropolitan area","TN","Tennessee","Moore County"
"4700002","South Central Tennessee nonmetropolitan area","TN","Tennessee","Perry County"
"4700002","South Central Tennessee nonmetropolitan area","TN","Tennessee","Wayne County"
"4700003","North Central Tennessee nonmetropolitan area","TN","Tennessee","Claiborne County"
"4700003","North Central Tennessee nonmetropolitan area","TN","Tennessee","Clay County"
"4700003","North Central Tennessee nonmetropolitan area","TN","Tennessee","Cumberland County"
"4700003","North Central Tennessee nonmetropolitan area","TN","Tennessee","DeKalb County"
"4700003","North Central Tennessee nonmetropolitan area","TN","Tennessee","Fentress County"
"4700003","North Central Tennessee nonmetropolitan area","TN","Tennessee","Hancock County"
"4700003","North Central Tennessee nonmetropolitan area","TN","Tennessee","Jackson County"
"4700003","North Central Tennessee nonmetropolitan area","TN","Tennessee","Overton County"
"4700003","North Central Tennessee nonmetropolitan area","TN","Tennessee","Pickett County"
"4700003","North Central Tennessee nonmetropolitan area","TN","Tennessee","Putnam County"
"4700003","North Central Tennessee nonmetropolitan area","TN","Tennessee","Scott County"
"4700003","North Central Tennessee nonmetropolitan area","TN","Tennessee","Warren County"
"4700003","North Central Tennessee nonmetropolitan area","TN","Tennessee","White County"
"4700004","East Tennessee nonmetropolitan area","TN","Tennessee","Bledsoe County"
"4700004","East Tennessee nonmetropolitan area","TN","Tennessee","Cocke County"
"4700004","East Tennessee nonmetropolitan area","TN","Tennessee","Greene County"
"4700004","East Tennessee nonmetropolitan area","TN","Tennessee","Johnson County"
"4700004","East Tennessee nonmetropolitan area","TN","Tennessee","McMinn County"
"4700004","East Tennessee nonmetropolitan area","TN","Tennessee","Meigs County"
"4700004","East Tennessee nonmetropolitan area","TN","Tennessee","Monroe County"
"4700004","East Tennessee nonmetropolitan area","TN","Tennessee","Rhea County"
"4700004","East Tennessee nonmetropolitan area","TN","Tennessee","Sevier County"
"4700004","East Tennessee nonmetropolitan area","TN","Tennessee","Van Buren County"
"47020","Victoria, TX","TX","Texas","Goliad County"
"47020","Victoria, TX","TX","Texas","Victoria County"
"47220","Vineland, NJ","NJ","New Jersey","Cumberland County"
"47260","Virginia Beach-Chesapeake-Norfolk, VA-NC","NC","North Carolina","Camden County"
"47260","Virginia Beach-Chesapeake-Norfolk, VA-NC","NC","North Carolina","Currituck County"
"47260","Virginia Beach-Chesapeake-Norfolk, VA-NC","NC","North Carolina","Gates County"
"47260","Virginia Beach-Chesapeake-Norfolk, VA-NC","VA","Virginia","Chesapeake city"
"47260","Virginia Beach-Chesapeake-Norfolk, VA-NC","VA","Virginia","Gloucester County"
"47260","Virginia Beach-Chesapeake-Norfolk, VA-NC","VA","Virginia","Hampton city"
"47260","Virginia Beach-Chesapeake-Norfolk, VA-NC","VA","Virginia","Isle of Wight County"
"47260","Virginia Beach-Chesapeake-Norfolk, VA-NC","VA","Virginia","James City County"
"47260","Virginia Beach-Chesapeake-Norfolk, VA-NC","VA","Virginia","Mathews County"
"47260","Virginia Beach-Chesapeake-Norfolk, VA-NC","VA","Virginia","Newport News city"
"47260","Virginia Beach-Chesapeake-Norfolk, VA-NC","VA","Virginia","Norfolk city"
"47260","Virginia Beach-Chesapeake-Norfolk, VA-NC","VA","Virginia","Poquoson city"
"47260","Virginia Beach-Chesapeake-Norfolk, VA-NC","VA","Virginia","Portsmouth city"
"47260","Virginia Beach-Chesapeake-Norfolk, VA-NC","VA","Virginia","Suffolk city"
"47260","Virginia Beach-Chesapeake-Norfolk, VA-NC","VA","Virginia","Surry County"
"47260","Virginia Beach-Chesapeake-Norfolk, VA-NC","VA","Virginia","Virginia Beach city"
"47260","Virginia Beach-Chesapeake-Norfolk, VA-NC","VA","Virginia","Williamsburg city"
"47260","Virginia Beach-Chesapeake-Norfolk, VA-NC","VA","Virginia","York County"
"47300","Visalia, CA","CA","California","Tulare County"
"47380","Waco, TX","TX","Texas","Bosque County"
"47380","Waco, TX","TX","Texas","Falls County"
"47380","Waco, TX","TX","Texas","McLennan County"
"47460","Walla Walla, WA","WA","Washington","Walla Walla County"
"47580","Warner Robins, GA","GA","Georgia","Houston County"
"47580","Warner Robins, GA","GA","Georgia","Peach County"
"47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","DC","District of Columbia","District of Columbia"
"47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","MD","Maryland","Charles County"
"47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","MD","Maryland","Frederick County"
"47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","MD","Maryland","Montgomery County"
"47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","MD","Maryland","Prince George's County"
"47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","VA","Virginia","Alexandria city"
"47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","VA","Virginia","Arlington County"
"47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","VA","Virginia","Clarke County"
"47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","VA","Virginia","Culpeper County"
"47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","VA","Virginia","Fairfax city"
"47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","VA","Virginia","Fairfax County"
"47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","VA","Virginia","Falls Church city"
"47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","VA","Virginia","Fauquier County"
"47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","VA","Virginia","Fredericksburg city"
"47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","VA","Virginia","Loudoun County"
"47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","VA","Virginia","Manassas city"
"47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","VA","Virginia","Manassas Park city"
"47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","VA","Virginia","Prince William County"
"47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","VA","Virginia","Rappahannock County"
"47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","VA","Virginia","Spotsylvania County"
"47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","VA","Virginia","Stafford County"
"47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","VA","Virginia","Warren County"
"47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","WV","West Virginia","Jefferson County"
"47930","Waterbury-Shelton, CT","CT","Connecticut","Naugatuck Valley Planning Region"
"47940","Waterloo-Cedar Falls, IA","IA","Iowa","Black Hawk County"
"47940","Waterloo-Cedar Falls, IA","IA","Iowa","Bremer County"
"47940","Waterloo-Cedar Falls, IA","IA","Iowa","Grundy County"
"4800001","Northwestern Region of Texas nonmetropolitan area","TX","Texas","Andrews County"
"4800001","Northwestern Region of Texas nonmetropolitan area","TX","Texas","Bailey County"
"4800001","Northwestern Region of Texas nonmetropolitan area","TX","Texas","Baylor County"
"4800001","Northwestern Region of Texas nonmetropolitan area","TX","Texas","Borden County"
"4800001","Northwestern Region of Texas nonmetropolitan area","TX","Texas","Brewster County"
"4800001","Northwestern Region of Texas nonmetropolitan area","TX","Texas","Briscoe County"
"4800001","Northwestern Region of Texas nonmetropolitan area","TX","Texas","Castro County"
"4800001","Northwestern Region of Texas nonmetropolitan area","TX","Texas","Childress County"
"4800001","Northwestern Region of Texas nonmetropolitan area","TX","Texas","Collingsworth County"
"4800001","Northwestern Region of Texas nonmetropolitan area","TX","Texas","Cottle County"
"4800001","Northwestern Region of Texas nonmetropolitan area","TX","Texas","Crane County"
"4800001","Northwestern Region of Texas nonmetropolitan area","TX","Texas","Crockett County"
"4800001","Northwestern Region of Texas nonmetropolitan area","TX","Texas","Culberson County"
"4800001","Northwestern Region of Texas nonmetropolitan area","TX","Texas","Dallam County"
"4800001","Northwestern Region of Texas nonmetropolitan area","TX","Texas","Dawson County"
"4800001","Northwestern Region of Texas nonmetropolitan area","TX","Texas","Deaf Smith County"
"4800001","Northwestern Region of Texas nonmetropolitan area","TX","Texas","Dickens County"
"4800001","Northwestern Region of Texas nonmetropolitan area","TX","Texas","Donley County"
"4800001","Northwestern Region of Texas nonmetropolitan area","TX","Texas","Fisher County"
"4800001","Northwestern Region of Texas nonmetropolitan area","TX","Texas","Floyd County"
"4800001","Northwestern Region of Texas nonmetropolitan area","TX","Texas","Foard County"
"4800001","Northwestern Region of Texas nonmetropolitan area","TX","Texas","Gaines County"
"4800001","Northwestern Region of Texas nonmetropolitan area","TX","Texas","Glasscock County"
"4800001","Northwestern Region of Texas nonmetropolitan area","TX","Texas","Gray County"
"4800001","Northwestern Region of Texas nonmetropolitan area","TX","Texas","Hale County"
"4800001","Northwestern Region of Texas nonmetropolitan area","TX","Texas","Hall County"
"4800001","Northwestern Region of Texas nonmetropolitan area","TX","Texas","Hansford County"
"4800001","Northwestern Region of Texas nonmetropolitan area","TX","Texas","Hardeman County"
"4800001","Northwestern Region of Texas nonmetropolitan area","TX","Texas","Hartley County"
"4800001","Northwestern Region of Texas nonmetropolitan area","TX","Texas","Haskell County"
"4800001","Northwestern Region of Texas nonmetropolitan area","TX","Texas","Hemphill County"
"4800001","Northwestern Region of Texas nonmetropolitan area","TX","Texas","Howard County"
"4800001","Northwestern Region of Texas nonmetropolitan area","TX","Texas","Hutchinson County"
"4800001","Northwestern Region of Texas nonmetropolitan area","TX","Texas","Jeff Davis County"
"4800001","Northwestern Region of Texas nonmetropolitan area","TX","Texas","Kent County"
"4800001","Northwestern Region of Texas nonmetropolitan area","TX","Texas","King County"
"4800001","Northwestern Region of Texas nonmetropolitan area","TX","Texas","Knox County"
"4800001","Northwestern Region of Texas nonmetropolitan area","TX","Texas","Lamb County"
"4800001","Northwestern Region of Texas nonmetropolitan area","TX","Texas","Lipscomb County"
"4800001","Northwestern Region of Texas nonmetropolitan area","TX","Texas","Loving County"
"4800001","Northwestern Region of Texas nonmetropolitan area","TX","Texas","Mitchell County"
"4800001","Northwestern Region of Texas nonmetropolitan area","TX","Texas","Moore County"
"4800001","Northwestern Region of Texas nonmetropolitan area","TX","Texas","Motley County"
"4800001","Northwestern Region of Texas nonmetropolitan area","TX","Texas","Nolan County"
"4800001","Northwestern Region of Texas nonmetropolitan area","TX","Texas","Ochiltree County"
"4800001","Northwestern Region of Texas nonmetropolitan area","TX","Texas","Parmer County"
"4800001","Northwestern Region of Texas nonmetropolitan area","TX","Texas","Pecos County"
"4800001","Northwestern Region of Texas nonmetropolitan area","TX","Texas","Presidio County"
"4800001","Northwestern Region of Texas nonmetropolitan area","TX","Texas","Reagan County"
"4800001","Northwestern Region of Texas nonmetropolitan area","TX","Texas","Reeves County"
"4800001","Northwestern Region of Texas nonmetropolitan area","TX","Texas","Roberts County"
"4800001","Northwestern Region of Texas nonmetropolitan area","TX","Texas","Scurry County"
"4800001","Northwestern Region of Texas nonmetropolitan area","TX","Texas","Shackelford County"
"4800001","Northwestern Region of Texas nonmetropolitan area","TX","Texas","Sherman County"
"4800001","Northwestern Region of Texas nonmetropolitan area","TX","Texas","Stonewall County"
"4800001","Northwestern Region of Texas nonmetropolitan area","TX","Texas","Swisher County"
"4800001","Northwestern Region of Texas nonmetropolitan area","TX","Texas","Terrell County"
"4800001","Northwestern Region of Texas nonmetropolitan area","TX","Texas","Terry County"
"4800001","Northwestern Region of Texas nonmetropolitan area","TX","Texas","Throckmorton County"
"4800001","Northwestern Region of Texas nonmetropolitan area","TX","Texas","Upton County"
"4800001","Northwestern Region of Texas nonmetropolitan area","TX","Texas","Ward County"
"4800001","Northwestern Region of Texas nonmetropolitan area","TX","Texas","Wheeler County"
"4800001","Northwestern Region of Texas nonmetropolitan area","TX","Texas","Wilbarger County"
"4800001","Northwestern Region of Texas nonmetropolitan area","TX","Texas","Winkler County"
"4800001","Northwestern Region of Texas nonmetropolitan area","TX","Texas","Yoakum County"
"4800002","North Region of Texas nonmetropolitan area","TX","Texas","Anderson County"
"4800002","North Region of Texas nonmetropolitan area","TX","Texas","Camp County"
"4800002","North Region of Texas nonmetropolitan area","TX","Texas","Cass County"
"4800002","North Region of Texas nonmetropolitan area","TX","Texas","Cherokee County"
"4800002","North Region of Texas nonmetropolitan area","TX","Texas","Comanche County"
"4800002","North Region of Texas nonmetropolitan area","TX","Texas","Cooke County"
"4800002","North Region of Texas nonmetropolitan area","TX","Texas","Delta County"
"4800002","North Region of Texas nonmetropolitan area","TX","Texas","Eastland County"
"4800002","North Region of Texas nonmetropolitan area","TX","Texas","Erath County"
"4800002","North Region of Texas nonmetropolitan area","TX","Texas","Fannin County"
"4800002","North Region of Texas nonmetropolitan area","TX","Texas","Franklin County"
"4800002","North Region of Texas nonmetropolitan area","TX","Texas","Henderson County"
"4800002","North Region of Texas nonmetropolitan area","TX","Texas","Hood County"
"4800002","North Region of Texas nonmetropolitan area","TX","Texas","Hopkins County"
"4800002","North Region of Texas nonmetropolitan area","TX","Texas","Jack County"
"4800002","North Region of Texas nonmetropolitan area","TX","Texas","Lamar County"
"4800002","North Region of Texas nonmetropolitan area","TX","Texas","Marion County"
"4800002","North Region of Texas nonmetropolitan area","TX","Texas","Montague County"
"4800002","North Region of Texas nonmetropolitan area","TX","Texas","Morris County"
"4800002","North Region of Texas nonmetropolitan area","TX","Texas","Navarro County"
"4800002","North Region of Texas nonmetropolitan area","TX","Texas","Palo Pinto County"
"4800002","North Region of Texas nonmetropolitan area","TX","Texas","Rains County"
"4800002","North Region of Texas nonmetropolitan area","TX","Texas","Red River County"
"4800002","North Region of Texas nonmetropolitan area","TX","Texas","Somervell County"
"4800002","North Region of Texas nonmetropolitan area","TX","Texas","Stephens County"
"4800002","North Region of Texas nonmetropolitan area","TX","Texas","Titus County"
"4800002","North Region of Texas nonmetropolitan area","TX","Texas","Van Zandt County"
"4800002","North Region of Texas nonmetropolitan area","TX","Texas","Wood County"
"4800002","North Region of Texas nonmetropolitan area","TX","Texas","Young County"
"4800003","Eastern Region of Texas nonmetropolitan area","TX","Texas","Angelina County"
"4800003","Eastern Region of Texas nonmetropolitan area","TX","Texas","Houston County"
"4800003","Eastern Region of Texas nonmetropolitan area","TX","Texas","Jasper County"
"4800003","Eastern Region of Texas nonmetropolitan area","TX","Texas","Nacogdoches County"
"4800003","Eastern Region of Texas nonmetropolitan area","TX","Texas","Newton County"
"4800003","Eastern Region of Texas nonmetropolitan area","TX","Texas","Panola County"
"4800003","Eastern Region of Texas nonmetropolitan area","TX","Texas","Polk County"
"4800003","Eastern Region of Texas nonmetropolitan area","TX","Texas","Sabine County"
"4800003","Eastern Region of Texas nonmetropolitan area","TX","Texas","San Augustine County"
"4800003","Eastern Region of Texas nonmetropolitan area","TX","Texas","Shelby County"
"4800003","Eastern Region of Texas nonmetropolitan area","TX","Texas","Trinity County"
"4800003","Eastern Region of Texas nonmetropolitan area","TX","Texas","Tyler County"
"4800004","Hill Country Region of Texas nonmetropolitan area","TX","Texas","Blanco County"
"4800004","Hill Country Region of Texas nonmetropolitan area","TX","Texas","Brown County"
"4800004","Hill Country Region of Texas nonmetropolitan area","TX","Texas","Burnet County"
"4800004","Hill Country Region of Texas nonmetropolitan area","TX","Texas","Coke County"
"4800004","Hill Country Region of Texas nonmetropolitan area","TX","Texas","Coleman County"
"4800004","Hill Country Region of Texas nonmetropolitan area","TX","Texas","Concho County"
"4800004","Hill Country Region of Texas nonmetropolitan area","TX","Texas","Fayette County"
"4800004","Hill Country Region of Texas nonmetropolitan area","TX","Texas","Freestone County"
"4800004","Hill Country Region of Texas nonmetropolitan area","TX","Texas","Gillespie County"
"4800004","Hill Country Region of Texas nonmetropolitan area","TX","Texas","Grimes County"
"4800004","Hill Country Region of Texas nonmetropolitan area","TX","Texas","Hamilton County"
"4800004","Hill Country Region of Texas nonmetropolitan area","TX","Texas","Hill County"
"4800004","Hill Country Region of Texas nonmetropolitan area","TX","Texas","Kerr County"
"4800004","Hill Country Region of Texas nonmetropolitan area","TX","Texas","Kimble County"
"4800004","Hill Country Region of Texas nonmetropolitan area","TX","Texas","Lee County"
"4800004","Hill Country Region of Texas nonmetropolitan area","TX","Texas","Leon County"
"4800004","Hill Country Region of Texas nonmetropolitan area","TX","Texas","Limestone County"
"4800004","Hill Country Region of Texas nonmetropolitan area","TX","Texas","Llano County"
"4800004","Hill Country Region of Texas nonmetropolitan area","TX","Texas","Madison County"
"4800004","Hill Country Region of Texas nonmetropolitan area","TX","Texas","Mason County"
"4800004","Hill Country Region of Texas nonmetropolitan area","TX","Texas","McCulloch County"
"4800004","Hill Country Region of Texas nonmetropolitan area","TX","Texas","Menard County"
"4800004","Hill Country Region of Texas nonmetropolitan area","TX","Texas","Milam County"
"4800004","Hill Country Region of Texas nonmetropolitan area","TX","Texas","Mills County"
"4800004","Hill Country Region of Texas nonmetropolitan area","TX","Texas","Runnels County"
"4800004","Hill Country Region of Texas nonmetropolitan area","TX","Texas","San Saba County"
"4800004","Hill Country Region of Texas nonmetropolitan area","TX","Texas","Schleicher County"
"4800004","Hill Country Region of Texas nonmetropolitan area","TX","Texas","Sterling County"
"4800004","Hill Country Region of Texas nonmetropolitan area","TX","Texas","Sutton County"
"4800004","Hill Country Region of Texas nonmetropolitan area","TX","Texas","Walker County"
"4800004","Hill Country Region of Texas nonmetropolitan area","TX","Texas","Washington County"
"4800005","Border Region of Texas nonmetropolitan area","TX","Texas","Dimmit County"
"4800005","Border Region of Texas nonmetropolitan area","TX","Texas","Edwards County"
"4800005","Border Region of Texas nonmetropolitan area","TX","Texas","Frio County"
"4800005","Border Region of Texas nonmetropolitan area","TX","Texas","Kinney County"
"4800005","Border Region of Texas nonmetropolitan area","TX","Texas","La Salle County"
"4800005","Border Region of Texas nonmetropolitan area","TX","Texas","Real County"
"4800005","Border Region of Texas nonmetropolitan area","TX","Texas","Uvalde County"
"4800005","Border Region of Texas nonmetropolitan area","TX","Texas","Val Verde County"
"4800005","Border Region of Texas nonmetropolitan area","TX","Texas","Zavala County"
"4800006","Coastal Plains Region of Texas nonmetropolitan area","TX","Texas","Bee County"
"4800006","Coastal Plains Region of Texas nonmetropolitan area","TX","Texas","Brooks County"
"4800006","Coastal Plains Region of Texas nonmetropolitan area","TX","Texas","Calhoun County"
"4800006","Coastal Plains Region of Texas nonmetropolitan area","TX","Texas","Colorado County"
"4800006","Coastal Plains Region of Texas nonmetropolitan area","TX","Texas","DeWitt County"
"4800006","Coastal Plains Region of Texas nonmetropolitan area","TX","Texas","Duval County"
"4800006","Coastal Plains Region of Texas nonmetropolitan area","TX","Texas","Gonzales County"
"4800006","Coastal Plains Region of Texas nonmetropolitan area","TX","Texas","Jackson County"
"4800006","Coastal Plains Region of Texas nonmetropolitan area","TX","Texas","Jim Hogg County"
"4800006","Coastal Plains Region of Texas nonmetropolitan area","TX","Texas","Jim Wells County"
"4800006","Coastal Plains Region of Texas nonmetropolitan area","TX","Texas","Karnes County"
"4800006","Coastal Plains Region of Texas nonmetropolitan area","TX","Texas","Kenedy County"
"4800006","Coastal Plains Region of Texas nonmetropolitan area","TX","Texas","Kleberg County"
"4800006","Coastal Plains Region of Texas nonmetropolitan area","TX","Texas","Lavaca County"
"4800006","Coastal Plains Region of Texas nonmetropolitan area","TX","Texas","Live Oak County"
"4800006","Coastal Plains Region of Texas nonmetropolitan area","TX","Texas","Matagorda County"
"4800006","Coastal Plains Region of Texas nonmetropolitan area","TX","Texas","McMullen County"
"4800006","Coastal Plains Region of Texas nonmetropolitan area","TX","Texas","Refugio County"
"4800006","Coastal Plains Region of Texas nonmetropolitan area","TX","Texas","Starr County"
"4800006","Coastal Plains Region of Texas nonmetropolitan area","TX","Texas","Wharton County"
"4800006","Coastal Plains Region of Texas nonmetropolitan area","TX","Texas","Willacy County"
"4800006","Coastal Plains Region of Texas nonmetropolitan area","TX","Texas","Zapata County"
"48060","Watertown-Fort Drum, NY","NY","New York","Jefferson County"
"48140","Wausau, WI","WI","Wisconsin","Marathon County"
"48260","Weirton-Steubenville, WV-OH","OH","Ohio","Jefferson County"
"48260","Weirton-Steubenville, WV-OH","WV","West Virginia","Brooke County"
"48260","Weirton-Steubenville, WV-OH","WV","West Virginia","Hancock County"
"48300","Wenatchee-East Wenatchee, WA","WA","Washington","Chelan County"
"48300","Wenatchee-East Wenatchee, WA","WA","Washington","Douglas County"
"48540","Wheeling, WV-OH","OH","Ohio","Belmont County"
"48540","Wheeling, WV-OH","WV","West Virginia","Marshall County"
"48540","Wheeling, WV-OH","WV","West Virginia","Ohio County"
"48620","Wichita, KS","KS","Kansas","Butler County"
"48620","Wichita, KS","KS","Kansas","Harvey County"
"48620","Wichita, KS","KS","Kansas","Sedgwick County"
"48620","Wichita, KS","KS","Kansas","Sumner County"
"48660","Wichita Falls, TX","TX","Texas","Archer County"
"48660","Wichita Falls, TX","TX","Texas","Clay County"
"48660","Wichita Falls, TX","TX","Texas","Wichita County"
"48680","Wildwood-The Villages, FL","FL","Florida","Sumter County"
"48700","Williamsport, PA","PA","Pennsylvania","Lycoming County"
"48900","Wilmington, NC","NC","North Carolina","Brunswick County"
"48900","Wilmington, NC","NC","North Carolina","New Hanover County"
"48900","Wilmington, NC","NC","North Carolina","Pender County"
"4900010","Wasatch Front Fringe Utah nonmetropolitan area","UT","Utah","Box Elder County"
"4900010","Wasatch Front Fringe Utah nonmetropolitan area","UT","Utah","Rich County"
"4900010","Wasatch Front Fringe Utah nonmetropolitan area","UT","Utah","Summit County"
"4900010","Wasatch Front Fringe Utah nonmetropolitan area","UT","Utah","Wasatch County"
"4900011","High Desert Utah nonmetropolitan area","UT","Utah","Beaver County"
"4900011","High Desert Utah nonmetropolitan area","UT","Utah","Carbon County"
"4900011","High Desert Utah nonmetropolitan area","UT","Utah","Daggett County"
"4900011","High Desert Utah nonmetropolitan area","UT","Utah","Duchesne County"
"4900011","High Desert Utah nonmetropolitan area","UT","Utah","Emery County"
"4900011","High Desert Utah nonmetropolitan area","UT","Utah","Garfield County"
"4900011","High Desert Utah nonmetropolitan area","UT","Utah","Grand County"
"4900011","High Desert Utah nonmetropolitan area","UT","Utah","Iron County"
"4900011","High Desert Utah nonmetropolitan area","UT","Utah","Kane County"
"4900011","High Desert Utah nonmetropolitan area","UT","Utah","Millard County"
"4900011","High Desert Utah nonmetropolitan area","UT","Utah","Piute County"
"4900011","High Desert Utah nonmetropolitan area","UT","Utah","San Juan County"
"4900011","High Desert Utah nonmetropolitan area","UT","Utah","Sanpete County"
"4900011","High Desert Utah nonmetropolitan area","UT","Utah","Sevier County"
"4900011","High Desert Utah nonmetropolitan area","UT","Utah","Uintah County"
"4900011","High Desert Utah nonmetropolitan area","UT","Utah","Wayne County"
"49020","Winchester, VA-WV","VA","Virginia","Frederick County"
"49020","Winchester, VA-WV","VA","Virginia","Winchester city"
"49020","Winchester, VA-WV","WV","West Virginia","Hampshire County"
"49180","Winston-Salem, NC","NC","North Carolina","Davidson County"
"49180","Winston-Salem, NC","NC","North Carolina","Davie County"
"49180","Winston-Salem, NC","NC","North Carolina","Forsyth County"
"49180","Winston-Salem, NC","NC","North Carolina","Stokes County"
"49180","Winston-Salem, NC","NC","North Carolina","Yadkin County"
"49340","Worcester, MA","MA","Massachusetts","Worcester County"
"49420","Yakima, WA","WA","Washington","Yakima County"
"49620","York-Hanover, PA","PA","Pennsylvania","York County"
"49660","Youngstown-Warren, OH","OH","Ohio","Mahoning County"
"49660","Youngstown-Warren, OH","OH","Ohio","Trumbull County"
"49700","Yuba City, CA","CA","California","Sutter County"
"49700","Yuba City, CA","CA","California","Yuba County"
"49740","Yuma, AZ","AZ","Arizona","Yuma County"
"5000001","Southern Vermont nonmetropolitan area","VT","Vermont","Bennington County"
"5000001","Southern Vermont nonmetropolitan area","VT","Vermont","Rutland County"
"5000001","Southern Vermont nonmetropolitan area","VT","Vermont","Windham County"
"5000001","Southern Vermont nonmetropolitan area","VT","Vermont","Windsor County"
"5000002","Northern Vermont nonmetropolitan area","VT","Vermont","Addison County"
"5000002","Northern Vermont nonmetropolitan area","VT","Vermont","Caledonia County"
"5000002","Northern Vermont nonmetropolitan area","VT","Vermont","Essex County"
"5000002","Northern Vermont nonmetropolitan area","VT","Vermont","Lamoille County"
"5000002","Northern Vermont nonmetropolitan area","VT","Vermont","Orange County"
"5000002","Northern Vermont nonmetropolitan area","VT","Vermont","Orleans County"
"5000002","Northern Vermont nonmetropolitan area","VT","Vermont","Washington County"
"500001","North Arkansas nonmetropolitan area","AR","Arkansas","Baxter County"
"500001","North Arkansas nonmetropolitan area","AR","Arkansas","Boone County"
"500001","North Arkansas nonmetropolitan area","AR","Arkansas","Carroll County"
"500001","North Arkansas nonmetropolitan area","AR","Arkansas","Cleburne County"
"500001","North Arkansas nonmetropolitan area","AR","Arkansas","Fulton County"
"500001","North Arkansas nonmetropolitan area","AR","Arkansas","Independence County"
"500001","North Arkansas nonmetropolitan area","AR","Arkansas","Izard County"
"500001","North Arkansas nonmetropolitan area","AR","Arkansas","Jackson County"
"500001","North Arkansas nonmetropolitan area","AR","Arkansas","Marion County"
"500001","North Arkansas nonmetropolitan area","AR","Arkansas","Newton County"
"500001","North Arkansas nonmetropolitan area","AR","Arkansas","Searcy County"
"500001","North Arkansas nonmetropolitan area","AR","Arkansas","Sharp County"
"500001","North Arkansas nonmetropolitan area","AR","Arkansas","Stone County"
"500001","North Arkansas nonmetropolitan area","AR","Arkansas","Van Buren County"
"500001","North Arkansas nonmetropolitan area","AR","Arkansas","White County"
"500001","North Arkansas nonmetropolitan area","AR","Arkansas","Woodruff County"
"500002","East Arkansas nonmetropolitan area","AR","Arkansas","Clay County"
"500002","East Arkansas nonmetropolitan area","AR","Arkansas","Cross County"
"500002","East Arkansas nonmetropolitan area","AR","Arkansas","Greene County"
"500002","East Arkansas nonmetropolitan area","AR","Arkansas","Lawrence County"
"500002","East Arkansas nonmetropolitan area","AR","Arkansas","Lee County"
"500002","East Arkansas nonmetropolitan area","AR","Arkansas","Mississippi County"
"500002","East Arkansas nonmetropolitan area","AR","Arkansas","Monroe County"
"500002","East Arkansas nonmetropolitan area","AR","Arkansas","Phillips County"
"500002","East Arkansas nonmetropolitan area","AR","Arkansas","Prairie County"
"500002","East Arkansas nonmetropolitan area","AR","Arkansas","Randolph County"
"500002","East Arkansas nonmetropolitan area","AR","Arkansas","St. Francis County"
"500003","West Arkansas nonmetropolitan area","AR","Arkansas","Clark County"
"500003","West Arkansas nonmetropolitan area","AR","Arkansas","Conway County"
"500003","West Arkansas nonmetropolitan area","AR","Arkansas","Franklin County"
"500003","West Arkansas nonmetropolitan area","AR","Arkansas","Hot Spring County"
"500003","West Arkansas nonmetropolitan area","AR","Arkansas","Johnson County"
"500003","West Arkansas nonmetropolitan area","AR","Arkansas","Logan County"
"500003","West Arkansas nonmetropolitan area","AR","Arkansas","Montgomery County"
"500003","West Arkansas nonmetropolitan area","AR","Arkansas","Pike County"
"500003","West Arkansas nonmetropolitan area","AR","Arkansas","Polk County"
"500003","West Arkansas nonmetropolitan area","AR","Arkansas","Pope County"
"500003","West Arkansas nonmetropolitan area","AR","Arkansas","Scott County"
"500003","West Arkansas nonmetropolitan area","AR","Arkansas","Yell County"
"500004","South Arkansas nonmetropolitan area","AR","Arkansas","Arkansas County"
